source,target
Busan,XingangTianjin
XingangTianjin,Qingdao
Qingdao,Shanghai
Shanghai,Ningbo
Ningbo,Shanghai
Ningbo,Nansha
Nansha,TanjungPelepas
TanjungPelepas,Singapore
Singapore,TanjungPelepas
Singapore,CapeTown
CapeTown,PointeNoire
PointeNoire,Luanda
Luanda,CapeTown
CapeTown,PortKelang
PortKelang,Singapore
Singapore,Busan
Antwerp,LiverpoolUK
LiverpoolUK,ChesterPA
ChesterPA,WilmingtonNC
WilmingtonNC,Antwerp
Zeebrugge,Bremerhaven
Bremerhaven,Emden
Emden,SouthamptonUK
SouthamptonUK,PortHuenemeCA
PortHuenemeCA,SanDiegoCA
SanDiegoCA,Hitachi
Hitachi,Yokohama
ReykjavikIceland,ArgentiaNewfoundland
ArgentiaNewfoundland,HalifaxNovaScotia
HalifaxNovaScotia,PortlandME
PortlandME,ArgentiaNewfoundland
ArgentiaNewfoundland,ReykjavikIceland
Balboa,Guayaquil
Guayaquil,Callao
Callao,Paita
Paita,Guayaquil
Guayaquil,Balboa
Guayaquil,Rodman
Rodman,Guayaquil
Ningbo,Fuzhou
Fuzhou,Kaohsiung
Kaohsiung,Nansha
Nansha,Singapore
TanjungPelepas,Lome
Lome,Tema
Tema,Cotonou
Cotonou,Tema
Cotonou,WalvisBay
WalvisBay,TanjungPelepas
TanjungPelepas,CaiMepnearHoChiMinh
CaiMepnearHoChiMinh,Shanghai
Ningbo,Taipei
Taipei,Xiamen
Xiamen,ShekouShenzhenChiwan
ShekouShenzhenChiwan,Singapore
Singapore,Djibouti
Djibouti,Jeddah
Jeddah,Sokhna
Sokhna,Aqaba
Aqaba,Djibouti
Djibouti,Singapore
Singapore,Shanghai
Singapore,PortKelang
PortKelang,Colombo
Colombo,Apapa
Apapa,LagosTinCanIsland
LagosTinCanIsland,Tema
Tema,PortKelang
Singapore,Qingdao
Ningbo,ShekouShenzhenChiwan
TanjungPelepas,PortKelang
Colombo,Mombasa
Mombasa,Colombo
Colombo,PortKelang
Kawasaki,Kobe
Kobe,ShimonosekiChofu
ShimonosekiChofu,XingangTianjin
XingangTianjin,Shanghai
Shanghai,Singapore
Singapore,Mombasa
Mombasa,DaresSalaam
DaresSalaam,Maputo
Maputo,Durban
Durban,Singapore
Singapore,Hitachinaka
Hitachinaka,Kawasaki
XingangTianjin,Nansha
Nansha,ShekouShenzhenChiwan
Singapore,Colombo
Colombo,Lome
Lome,Durban
Durban,PortLouis
PortLouis,Colombo
Colombo,Singapore
Singapore,XingangTianjin
Singapore,PortLouis
PortLouis,Durban
Durban,NgquraCoega
NgquraCoega,DubaiJebelAli
DubaiJebelAli,Karachi
Karachi,Mundra
Mundra,MumbaiNhavaSheva
MumbaiNhavaSheva,HaziraGujarat
HaziraGujarat,Colombo
Colombo,Shanghai
Kaohsiung,Xiamen
Xiamen,HongKong
HongKong,ShekouShenzhenChiwan
PortKelang,Durban
Durban,CapeTown
Singapore,Kaohsiung
PortLouis,Reunion
Reunion,TamataveToamasinaMalagasay
TamataveToamasinaMalagasay,Maputo
Maputo,Beira
Beira,PortKelang
Colombo,MaleMaldives
MaleMaldives,VictoriaMaheSeychellesIs
VictoriaMaheSeychellesIs,DaresSalaam
DaresSalaam,Colombo
Shanghai,Qingdao
Qingdao,Busan
Busan,Yokohama
Yokohama,EnsenadaMEX
EnsenadaMEX,ManzanilloMEX
ManzanilloMEX,PuertoQuetzal
PuertoQuetzal,Rodman
Rodman,Buenaventura
Buenaventura,Callao
Callao,Guayaquil
Guayaquil,Buenaventura
Buenaventura,Rodman
Rodman,LazaroCardenasMEX
LazaroCardenasMEX,ManzanilloMEX
ManzanilloMEX,EnsenadaMEX
EnsenadaMEX,Yokohama
Yokohama,Busan
Busan,Ningbo
Xiamen,Kaohsiung
Kaohsiung,YantianShenzhen
YantianShenzhen,Shanghai
Shanghai,Busan
Busan,CristobalPanama
CristobalPanama,SavannahGA
SavannahGA,NorfolkVA
NorfolkVA,CharlestonSC
CharlestonSC,MiamiFL
MiamiFL,Singapore
Singapore,Xiamen
Shanghai,Xiamen
ShekouShenzhenChiwan,HongKong
HongKong,Ningbo
Ningbo,Busan
Busan,ManzanilloMEX
ManzanilloMEX,LazaroCardenasMEX
LazaroCardenasMEX,Rodman
Callao,SanAntonioCL
SanAntonioCL,Coronel
Coronel,Lirquen
Lirquen,SanAntonioCL
SanAntonioCL,Mejillones
Mejillones,Callao
Callao,ManzanilloMEX
ManzanilloMEX,Tokyo
Tokyo,Busan
Busan,Shanghai
Qingdao,Ningbo
Busan,ColonPanama
ColonPanama,SavannahGA
