source,target
Antwerp,SouthamptonUK
SouthamptonUK,Antwerp
Antwerp,Rotterdam
Rotterdam,Bremerhaven
Bremerhaven,LeHavre
LeHavre,NewYorkNYNJ
NewYorkNYNJ,NorfolkVA
NorfolkVA,SavannahGA
SavannahGA,CharlestonSC
CharlestonSC,SouthamptonUK
LeHavre,LondonGateway
LondonGateway,Rotterdam
Rotterdam,Hamburg
Hamburg,NewYorkNYNJ
NewYorkNYNJ,CharlestonSC
CharlestonSC,SavannahGA
SavannahGA,LeHavre
CristobalPanama,ManzanilloPanama
ManzanilloPanama,PortofSpainTrinidad
PortofSpainTrinidad,Macapa
Macapa,Manaus
Manaus,Macapa
Macapa,ViladoCondenearBelem
ViladoCondenearBelem,CristobalPanama
Dalian,XingangTianjin
XingangTianjin,Qingdao
Qingdao,Busan
Busan,Gwangyang
Gwangyang,Ningbo
Ningbo,Singapore
Singapore,TanjungPelepas
TanjungPelepas,Colombo
Colombo,MumbaiNhavaSheva
MumbaiNhavaSheva,Pipavav
Pipavav,Singapore
Singapore,Dalian
LaemChabangThailand,Singapore
Singapore,PortKelang
PortKelang,Kattupalli
Kattupalli,ChennaiMadras
ChennaiMadras,Kattupalli
ChennaiMadras,PortKelang
PortKelang,Singapore
Singapore,LaemChabangThailand
Shanghai,Ningbo
Ningbo,YantianShenzhen
YantianShenzhen,HongKong
HongKong,Singapore
Singapore,RiodeJaneiro
RiodeJaneiro,Santos
Santos,Paranagua
Paranagua,NavegantesnearItajai
NavegantesnearItajai,Montevideo
Montevideo,BuenosAires
BuenosAires,RioGrandeBR
RioGrandeBR,NavegantesnearItajai
NavegantesnearItajai,Paranagua
Paranagua,Santos
Santos,Singapore
Singapore,HongKong
HongKong,Shanghai
Tarragona,Barcelona
Barcelona,Valencia
Valencia,LasPalmasCanIs
LasPalmasCanIs,TenerifeCanIs
TenerifeCanIs,ArrecifeCanIs
ArrecifeCanIs,PuertodelRosarioCanIs
PuertodelRosarioCanIs,Cadiz
Cadiz,Valencia
Valencia,Tarragona
PortEvergladesFL,RioHaina
RioHaina,PortauPrince
PortauPrince,PortEvergladesFL
PortEvergladesFL,PortauPrince
PortauPrince,CapHaitien
CapHaitien,PortEvergladesFL
MoinBay,PuertoCastilla
PuertoCastilla,PortEvergladesFL
PortEvergladesFL,WilmingtonDE
WilmingtonDE,MoinBay
PanamaCityFL,ProgresoMEX
ProgresoMEX,PanamaCityFL
SeattleWA,Honolulu
Honolulu,SeattleWA
TanjungPelepas,PortKelang
PortKelang,Colombo
Colombo,MaleMaldives
MaleMaldives,VictoriaMaheSeychellesIs
VictoriaMaheSeychellesIs,DaresSalaam
DaresSalaam,Colombo
Colombo,Singapore
Singapore,Kolkata
Kolkata,Singapore
Xiamen,Kaohsiung
Kaohsiung,HongKong
HongKong,YantianShenzhen
YantianShenzhen,ColonPanama
ColonPanama,SavannahGA
SavannahGA,NewYorkNYNJ
NorfolkVA,BaltimoreMD
BaltimoreMD,ColonPanama
ColonPanama,Xiamen
Qingdao,Kaohsiung
Kaohsiung,Singapore
PortKelang,MumbaiNhavaSheva
MumbaiNhavaSheva,Mundra
Mundra,Colombo
Colombo,PortKelang
Singapore,XingangTianjin
Alicante,Barcelona
Barcelona,GenoaIT
GenoaIT,LasPalmasCanIs
ArrecifeCanIs,LasPalmasCanIs
TenerifeCanIs,Alicante
HoustonTX,SanJuanPR
SanJuanPR,HoustonTX
LongBeach,OaklandCA
OaklandCA,PapeeteTahiti
PapeeteTahiti,ApiaWSamoa
ApiaWSamoa,PagoPagoAmSamoa
PagoPagoAmSamoa,LongBeach
Algeciras,MaltaMarsaxlokk
MaltaMarsaxlokk,Leghorn
Leghorn,GenoaIT
GenoaIT,Leghorn
GenoaIT,MarseillesFosMars
MarseillesFosMars,Barcelona
Barcelona,MarseillesFosMars
Valencia,PointeaPitreGuadeloupe
PointeaPitreGuadeloupe,FortdeFranceMartinique
FortdeFranceMartinique,CaucedoDomRep
CaucedoDomRep,CartagenaColombia
CartagenaColombia,KingstonJM
KingstonJM,HoustonTX
HoustonTX,VeracruzMEX
VeracruzMEX,ManzanilloPanama
ManzanilloPanama,MoinBay
MoinBay,CartagenaColombia
CartagenaColombia,MoinBay
MoinBay,Algeciras
HongKong,ShekouShenzhenChiwan
ShekouShenzhenChiwan,YantianShenzhen
YantianShenzhen,Kaohsiung
Kaohsiung,VancouverBC
VancouverBC,SeattleWA
SeattleWA,Busan
Busan,Kaohsiung
Kaohsiung,ShekouShenzhenChiwan
ShekouShenzhenChiwan,HongKong
PortEvergladesFL,StMaartenPhilipsburg
StMaartenPhilipsburg,BasseterreStKitts
BasseterreStKitts,CastriesStLucia
CastriesStLucia,RoseauDominica
RoseauDominica,BridgetownBarbados
BridgetownBarbados,KingstownStVincent
KingstownStVincent,StGeorgesGrenada
StGeorgesGrenada,PortofSpainTrinidad
PortofSpainTrinidad,RioHaina
RioHaina,PortEvergladesFL
RioHaina,Barranquilla
Barranquilla,CartagenaColombia
CartagenaColombia,PortEvergladesFL
SantaMarta,MoinBay
MoinBay,WilmingtonDE
WilmingtonDE,SantaMarta
PalmBeachFL,Providenciales
Providenciales,PalmBeachFL
SouthamptonUK,Tilbury
Tilbury,Teesport
Teesport,Bremerhaven
Bremerhaven,DaresSalaam
DaresSalaam,Mombasa
Mombasa,TamataveToamasinaMalagasay
TamataveToamasinaMalagasay,Pyongtaek
Antwerp,Hull
Hull,GeorgetownGuyana
GeorgetownGuyana,Paramaribo
Paramaribo,PointLisasTrinidad
PointLisasTrinidad,Matanzas
Matanzas,GeorgetownGuyana
Paramaribo,Rotterdam
Rotterdam,Antwerp
Bremerhaven,GothenburgSweden
GothenburgSweden,Zeebrugge
Zeebrugge,SouthamptonUK
SouthamptonUK,HalifaxNovaScotia
HalifaxNovaScotia,NewYorkNYNJ
NewYorkNYNJ,BrunswickGA
BrunswickGA,CharlestonSC
CharlestonSC,Bremerhaven
Singapore,Chittagong
Chittagong,Singapore
FreeportTX,JacksonvilleFL
JacksonvilleFL,NewYorkNYNJ
NewYorkNYNJ,BaltimoreMD
BaltimoreMD,WilmingtonDE
WilmingtonDE,TangerMorocco
TangerMorocco,GemlikIstanbul
GemlikIstanbul,Beirut
Beirut,Aqaba
Aqaba,Jeddah
Jeddah,Sohar
Sohar,DubaiJebelAli
DubaiJebelAli,AbuDhabi
AbuDhabi,Hamad
Hamad,Bahrain
Bahrain,Dammam
Dammam,Kuwait
Kuwait,Singapore
Bremerhaven,Antwerp
SouthamptonUK,Barcelona
Barcelona,Aqaba
Kuwait,MumbaiNhavaSheva
MumbaiNhavaSheva,LaemChabangThailand
Ningbo,Shanghai
Shanghai,Busan
Busan,LongBeach
LongBeach,Busan
Busan,Ningbo
BremenGermany,Antwerp
Antwerp,PortCanaveralFL
PortCanaveralFL,HoustonTX
HoustonTX,PortArthurTX
PortArthurTX,MobileAL
MobileAL,PanamaCityFL
PanamaCityFL,SavannahGA
SavannahGA,WilmingtonNC
WilmingtonNC,Savona
Savona,Leghorn
Leghorn,NaplesIT
NaplesIT,BremenGermany
SaintJohnNewBrunswick,NewYorkNYNJ
NewYorkNYNJ,SavannahGA
SavannahGA,KingstonJM
KingstonJM,RioHaina
RioHaina,StMaartenPhilipsburg
StMaartenPhilipsburg,SaintJohnNewBrunswick
CartagenaColombia,Paita
Paita,PuertodePosorja
PuertodePosorja,Guayaquil
Guayaquil,Buenaventura
Buenaventura,CartagenaColombia
TanjungPelepas,PortdePointedesGalets
PortdePointedesGalets,Maputo
Maputo,Beira
Beira,Nacala
Nacala,PortLouis
PortLouis,Singapore
Qingdao,Ningbo
Busan,CartagenaColombia
CartagenaColombia,NewYorkNYNJ
NorfolkVA,WilmingtonNC
WilmingtonNC,SavannahGA
CharlestonSC,CartagenaColombia
CartagenaColombia,Busan
Busan,Qingdao
Karachi,MumbaiNhavaSheva
MumbaiNhavaSheva,Colombo
Colombo,LaemChabangThailand
LaemChabangThailand,Haiphong
Haiphong,Shanghai
Ningbo,LongBeach
OaklandCA,LianyungangJiangsu
LianyungangJiangsu,Shanghai
Ningbo,ShekouShenzhenChiwan
ShekouShenzhenChiwan,Nansha
Nansha,ShekouShenzhenChiwan
Nansha,Singapore
MumbaiNhavaSheva,Karachi
Karachi,Colombo
Shanghai,Nansha
Nansha,YantianShenzhen
YantianShenzhen,TanjungPelepas
Colombo,TangerMorocco
TangerMorocco,Felixstowe
Felixstowe,Hamburg
Hamburg,Antwerp
Antwerp,LondonGateway
LondonGateway,LeHavre
LeHavre,TangerMorocco
TangerMorocco,Salalah
Salalah,AbuDhabi
AbuDhabi,DubaiJebelAli
DubaiJebelAli,Ningbo
LianyungangJiangsu,Qingdao
Qingdao,Shanghai
Shanghai,HongKong
ShekouShenzhenChiwan,Singapore
Singapore,DubaiJebelAli
DubaiJebelAli,Hamad
Hamad,Dammam
Dammam,Jubail
Jubail,AbuDhabi
AbuDhabi,Singapore
Singapore,Nansha
Nansha,LianyungangJiangsu
Shanghai,PrinceRupertBC
PrinceRupertBC,LongBeach
LongBeach,SeattleWA
SeattleWA,XingangTianjin
Busan,NewYorkNYNJ
SavannahGA,Qingdao
DaChanBayShenzhen,YantianShenzhen
YantianShenzhen,LosAngelesCA
