source,target
Antwerp,SouthamptonUK
SouthamptonUK,Antwerp
Antwerp,Rotterdam
Rotterdam,Bremerhaven
Bremerhaven,LeHavre
LeHavre,NewYorkNYNJ
NewYorkNYNJ,NorfolkVA
NorfolkVA,SavannahGA
SavannahGA,CharlestonSC
CharlestonSC,SouthamptonUK
LeHavre,LondonGateway
LondonGateway,Rotterdam
Rotterdam,Hamburg
Hamburg,NewYorkNYNJ
NewYorkNYNJ,CharlestonSC
CharlestonSC,SavannahGA
SavannahGA,LeHavre
CristobalPanama,ManzanilloPanama
ManzanilloPanama,PortofSpainTrinidad
PortofSpainTrinidad,Macapa
Macapa,Manaus
Manaus,Macapa
Macapa,ViladoCondenearBelem
ViladoCondenearBelem,CristobalPanama
Singapore,Darwin
Darwin,DiliEastTimor
DiliEastTimor,Singapore
LaemChabangThailand,Singapore
Singapore,PortKelang
PortKelang,Colombo
Colombo,DubaiJebelAli
DubaiJebelAli,Karachi
Karachi,Mundra
Mundra,Colombo
Colombo,PortKelang
PortKelang,Singapore
Singapore,LaemChabangThailand
MumbaiOldPort,Jeddah
Jeddah,Leghorn
Leghorn,VeracruzMEX
VeracruzMEX,HoustonTX
HoustonTX,SavannahGA
SavannahGA,WilmingtonNC
WilmingtonNC,BaltimoreMD
BaltimoreMD,HalifaxNovaScotia
HalifaxNovaScotia,Leghorn
Leghorn,Jeddah
Jeddah,DubaiJebelAli
DubaiJebelAli,Dammam
Dammam,MumbaiOldPort
PortEvergladesFL,RioHaina
RioHaina,PortauPrince
PortauPrince,PortEvergladesFL
PortEvergladesFL,PortauPrince
PortauPrince,CapHaitien
CapHaitien,PortEvergladesFL
PanamaCityFL,ProgresoMEX
ProgresoMEX,PanamaCityFL
Guayaquil,PuertoCaldera
PuertoCaldera,PuertoQuetzal
PuertoQuetzal,SanDiegoCA
SanDiegoCA,Guayaquil
Antwerp,Hamburg
Hamburg,Bremerhaven
Bremerhaven,SouthamptonUK
SouthamptonUK,LeHavre
LeHavre,Aqaba
Aqaba,Jeddah
Jeddah,Djibouti
Djibouti,Sohar
Sohar,DubaiJebelAli
DubaiJebelAli,AbuDhabi
AbuDhabi,Hamad
Hamad,Dammam
Dammam,Kuwait
Kuwait,Singapore
Singapore,HongKong
HongKong,Taichung
Singapore,Kolkata
Kolkata,Singapore
Xiamen,Kaohsiung
Kaohsiung,HongKong
HongKong,YantianShenzhen
YantianShenzhen,ColonPanama
ColonPanama,SavannahGA
SavannahGA,NewYorkNYNJ
NorfolkVA,BaltimoreMD
BaltimoreMD,ColonPanama
ColonPanama,Xiamen
XingangTianjin,Qingdao
Qingdao,Kaohsiung
Kaohsiung,Singapore
PortKelang,MumbaiNhavaSheva
MumbaiNhavaSheva,Mundra
Singapore,XingangTianjin
Palembang,Belawan
Belawan,Phuket
Phuket,Padang
Padang,MoreheadCityNC
MoreheadCityNC,NewOrleansLA
HoustonTX,SanJuanPR
SanJuanPR,HoustonTX
Antwerp,Hull
Hull,GeorgetownGuyana
GeorgetownGuyana,Paramaribo
Paramaribo,PointLisasTrinidad
PointLisasTrinidad,Matanzas
Matanzas,GeorgetownGuyana
Paramaribo,Rotterdam
Rotterdam,Antwerp
Singapore,TanjungPelepas
TanjungPelepas,PortKelang
Colombo,MaleMaldives
MaleMaldives,VictoriaMaheSeychellesIs
VictoriaMaheSeychellesIs,DaresSalaam
DaresSalaam,Colombo
Colombo,Singapore
Algeciras,MaltaMarsaxlokk
MaltaMarsaxlokk,Leghorn
Leghorn,GenoaIT
GenoaIT,Leghorn
GenoaIT,MarseillesFosMars
MarseillesFosMars,Barcelona
Barcelona,MarseillesFosMars
Barcelona,Valencia
Valencia,PointeaPitreGuadeloupe
PointeaPitreGuadeloupe,FortdeFranceMartinique
FortdeFranceMartinique,CaucedoDomRep
CaucedoDomRep,CartagenaColombia
CartagenaColombia,KingstonJM
KingstonJM,HoustonTX
HoustonTX,VeracruzMEX
VeracruzMEX,ManzanilloPanama
ManzanilloPanama,MoinBay
MoinBay,CartagenaColombia
CartagenaColombia,MoinBay
MoinBay,Algeciras
NewcastleUK,AmsterdamNL
AmsterdamNL,Bremerhaven
Bremerhaven,Antwerp
SouthamptonUK,Santander
Santander,TangerMorocco
TangerMorocco,Durban
Durban,Fremantle
Fremantle,MelbourneAU
MelbourneAU,PortKembla
PortKembla,BrisbaneAU
FreeportTX,JacksonvilleFL
JacksonvilleFL,NewYorkNYNJ
NewYorkNYNJ,BaltimoreMD
BaltimoreMD,WilmingtonDE
WilmingtonDE,TangerMorocco
TangerMorocco,GemlikIstanbul
GemlikIstanbul,Beirut
Beirut,Aqaba
Jeddah,Sohar
Hamad,Bahrain
Bahrain,Dammam
HongKong,ShekouShenzhenChiwan
ShekouShenzhenChiwan,YantianShenzhen
YantianShenzhen,Kaohsiung
Kaohsiung,VancouverBC
VancouverBC,SeattleWA
SeattleWA,Busan
Busan,Kaohsiung
Kaohsiung,ShekouShenzhenChiwan
ShekouShenzhenChiwan,HongKong
PortEvergladesFL,StMaartenPhilipsburg
StMaartenPhilipsburg,BasseterreStKitts
BasseterreStKitts,CastriesStLucia
CastriesStLucia,RoseauDominica
RoseauDominica,BridgetownBarbados
BridgetownBarbados,KingstownStVincent
KingstownStVincent,StGeorgesGrenada
StGeorgesGrenada,PortofSpainTrinidad
PortofSpainTrinidad,RioHaina
RioHaina,PortEvergladesFL
RioHaina,Barranquilla
Barranquilla,CartagenaColombia
CartagenaColombia,PortEvergladesFL
SantaMarta,MoinBay
MoinBay,WilmingtonDE
WilmingtonDE,SantaMarta
HoustonTX,NewOrleansLA
NewOrleansLA,PuertoBarrios
PuertoBarrios,PuertoCortes
PuertoCortes,CartagenaColombia
CartagenaColombia,ManzanilloPanama
ManzanilloPanama,CristobalPanama
CristobalPanama,PuertoCortes
PuertoCortes,PuertoBarrios
PuertoBarrios,HoustonTX
Bremerhaven,Zeebrugge
Zeebrugge,SouthamptonUK
SouthamptonUK,PortElizabethZA
PortElizabethZA,EastLondon
EastLondon,Durban
DunkirkFR,LondonGateway
LondonGateway,Zeebrugge
Zeebrugge,LeHavre
LeHavre,Montoir
Montoir,PointeaPitreGuadeloupe
FortdeFranceMartinique,KingstonJM
KingstonJM,ManzanilloPanama
CartagenaColombia,FortdeFranceMartinique
FortdeFranceMartinique,PointeaPitreGuadeloupe
PointeaPitreGuadeloupe,DunkirkFR
GothenburgSweden,Hamburg
Hamburg,Antwerp
Antwerp,LiverpoolUK
LiverpoolUK,HalifaxNovaScotia
HalifaxNovaScotia,NewYorkNYNJ
NewYorkNYNJ,NewarkNJ
NewarkNJ,BaltimoreMD
BaltimoreMD,NorfolkVA
NorfolkVA,NewarkNJ
NewarkNJ,NewYorkNYNJ
NewYorkNYNJ,HalifaxNovaScotia
HalifaxNovaScotia,GothenburgSweden
Shanghai,Ningbo
Ningbo,ShekouShenzhenChiwan
ShekouShenzhenChiwan,Singapore
Singapore,PortLouis
PortLouis,Durban
Durban,DubaiJebelAli
DubaiJebelAli,Mundra
Mundra,MumbaiNhavaSheva
MumbaiNhavaSheva,HaziraGujarat
HaziraGujarat,MumbaiNhavaSheva
HaziraGujarat,Colombo
Singapore,Shanghai
PortKelang,Chittagong
Chittagong,Singapore
TanjungPelepas,ChennaiMadras
ChennaiMadras,Krishnapatnum
Krishnapatnum,Vishakhapatnam
Vishakhapatnam,Singapore
DubaiJebelAli,Hamad
Dammam,Hamad
Dammam,Jubail
Jubail,DubaiJebelAli
Karachi,DubaiJebelAli
SouthamptonUK,Barcelona
Barcelona,Aqaba
Kuwait,MumbaiNhavaSheva
MumbaiNhavaSheva,LaemChabangThailand
Ningbo,Shanghai
Shanghai,Busan
Busan,LongBeach
LongBeach,Busan
Busan,Ningbo
MumbaiNhavaSheva,Colombo
Colombo,Durban
Durban,PortReunion
PortReunion,PortLouis
PortLouis,DubaiJebelAli
MiamiFL,PuertoCortes
PuertoCortes,SantoTomasdeCastilla
SantoTomasdeCastilla,MiamiFL
WallhamnSweden,Bremerhaven
SouthamptonUK,Djibouti
Djibouti,HuangpuGuangzhou
HuangpuGuangzhou,Keelung
Keelung,Shanghai
Shanghai,XingangTianjin
XingangTianjin,Pyongtaek
Pyongtaek,Masan
Gijon,Bilbao
Bilbao,Vigo
Vigo,CasablancaMorocco
CasablancaMorocco,Sines
Sines,CasablancaMorocco
CasablancaMorocco,LasPalmasCanIs
LasPalmasCanIs,TenerifeCanIs
TenerifeCanIs,Sines
Sines,Vigo
Vigo,Gijon
CartagenaColombia,Paita
Paita,PuertodePosorja
PuertodePosorja,Guayaquil
Guayaquil,Buenaventura
Buenaventura,CartagenaColombia
TanjungPelepas,PortdePointedesGalets
PortdePointedesGalets,Maputo
Maputo,Beira
Beira,Nacala
Nacala,PortLouis
PortLouis,Singapore
Qingdao,Ningbo
Busan,CartagenaColombia
CartagenaColombia,NewYorkNYNJ
NorfolkVA,WilmingtonNC
WilmingtonNC,SavannahGA
CharlestonSC,CartagenaColombia
CartagenaColombia,Busan
Busan,Qingdao
Shanghai,Xiamen
Xiamen,ShekouShenzhenChiwan
HongKong,Ningbo
Ningbo,Busan
Busan,ManzanilloMEX
ManzanilloMEX,LazaroCardenasMEX
LazaroCardenasMEX,Rodman
Rodman,Buenaventura
