source,target
Shanghai,Ningbo
Ningbo,ShekouShenzhenChiwan
ShekouShenzhenChiwan,Singapore
Singapore,TanjungPelepas
TanjungPelepas,PortKelang
PortKelang,Colombo
Colombo,Mombasa
Mombasa,Colombo
Colombo,PortKelang
PortKelang,Singapore
TanjungPelepas,Singapore
Singapore,Shanghai
Singapore,Chittagong
Chittagong,Singapore
Guayaquil,PuertoCaldera
PuertoCaldera,PuertoQuetzal
PuertoQuetzal,SanDiegoCA
SanDiegoCA,Guayaquil
Kaohsiung,ShekouShenzhenChiwan
ShekouShenzhenChiwan,HongKong
HongKong,Ningbo
Ningbo,Shanghai
Shanghai,ManzanilloMEX
ManzanilloMEX,LazaroCardenasMEX
LazaroCardenasMEX,PuertoQuetzal
PuertoQuetzal,Callao
Callao,Guayaquil
Guayaquil,ManzanilloMEX
ManzanilloMEX,Busan
Busan,Kaohsiung
PalmBeachFL,Providenciales
Providenciales,PalmBeachFL
Kaohsiung,HongKong
HongKong,ShekouShenzhenChiwan
Singapore,PortKelang
Colombo,MumbaiNhavaSheva
MumbaiNhavaSheva,PortKelang
Singapore,Kaohsiung
LeHavre,Felixstowe
Felixstowe,Bremerhaven
Bremerhaven,Hamburg
Hamburg,Antwerp
Antwerp,Sines
Sines,Piraeus
Piraeus,AmbarliIstanbul
AmbarliIstanbul,GemlikIstanbul
GemlikIstanbul,Tekirdag
Tekirdag,Aliaga
Aliaga,Sines
Sines,LeHavre
Antwerp,Rotterdam
Rotterdam,Bremerhaven
Bremerhaven,NorfolkVA
NorfolkVA,CharlestonSC
CharlestonSC,HoustonTX
HoustonTX,NorfolkVA
NorfolkVA,Antwerp
LianyungangJiangsu,Qingdao
Qingdao,Shanghai
Shanghai,HongKong
Singapore,DubaiJebelAli
DubaiJebelAli,Hamad
Hamad,Dammam
Dammam,Jubail
Jubail,AbuDhabi
AbuDhabi,Singapore
Singapore,Nansha
Nansha,LianyungangJiangsu
FernandinaBeachFL,HamiltonBermuda
HamiltonBermuda,FernandinaBeachFL
JacksonvilleFL,SanJuanPR
SanJuanPR,JacksonvilleFL
PortEvergladesFL,SantoTomasdeCastilla
SantoTomasdeCastilla,PuertoCortes
PuertoCortes,PortEvergladesFL
Chittagong,Mongla
Mongla,Singapore
HalifaxNovaScotia,PalmBeachFL
PalmBeachFL,SanJuanPR
SanJuanPR,StJohnVI
StJohnVI,StThomasVI
StThomasVI,VirginGorda
VirginGorda,StMaartenPhilipsburg
StMaartenPhilipsburg,RoadTownTortola
RoadTownTortola,CaucedoDomRep
CaucedoDomRep,HalifaxNovaScotia
PalmBeachFL,NassauBahamas
NassauBahamas,PalmBeachFL
XingangTianjin,Qingdao
Qingdao,Gwangyang
Gwangyang,Ningbo
Shanghai,YantianShenzhen
YantianShenzhen,TanjungPelepas
TanjungPelepas,Algeciras
Algeciras,Bremerhaven
Bremerhaven,GdanskPoland
GdanskPoland,Bremerhaven
Bremerhaven,Rotterdam
Rotterdam,TanjungPelepas
TanjungPelepas,Shanghai
Shanghai,XingangTianjin
NewYorkNYNJ,NorfolkVA
NorfolkVA,BaltimoreMD
BaltimoreMD,CharlestonSC
CharlestonSC,SavannahGA
SavannahGA,PortEvergladesFL
PortEvergladesFL,CaucedoDomRep
CaucedoDomRep,Santos
Santos,BuenosAires
BuenosAires,Montevideo
Montevideo,RioGrandeBR
RioGrandeBR,NavegantesnearItajai
NavegantesnearItajai,Paranagua
Paranagua,Santos
Santos,RiodeJaneiro
RiodeJaneiro,Salvador
Salvador,Suape
Suape,CaucedoDomRep
CaucedoDomRep,NewYorkNYNJ
Dammam,Hamad
Jubail,DubaiJebelAli
DubaiJebelAli,Karachi
Karachi,DubaiJebelAli
Valencia,HalifaxNovaScotia
HalifaxNovaScotia,MontrealQuebec
MontrealQuebec,HalifaxNovaScotia
HalifaxNovaScotia,Barcelona
Barcelona,Valencia
Felixstowe,Hamburg
Hamburg,Bremerhaven
Bremerhaven,Antwerp
Antwerp,Piraeus
Piraeus,GebzeIstanbul
GebzeIstanbul,AmbarliIstanbul
GemlikIstanbul,Aliaga
Aliaga,Valencia
Valencia,Felixstowe
Ningbo,Nansha
Nansha,Singapore
TanjungPelepas,Mombasa
Mombasa,TanjungPelepas
XingangTianjin,Dalian
Dalian,Busan
Busan,Ningbo
Shanghai,ShekouShenzhenChiwan
Singapore,PortSaidEgypt
PortSaidEgypt,Haifa
Haifa,PortSaidEgypt
Haifa,Koper
Koper,Trieste
Trieste,RijekaCroatia
RijekaCroatia,Trieste
Trieste,PortSaidEgypt
PortSaidEgypt,KingAbdullahCity
KingAbdullahCity,Salalah
Salalah,Singapore
Singapore,XingangTianjin
Qingdao,Busan
Shanghai,Xiamen
Xiamen,Nansha
Nansha,YantianShenzhen
YantianShenzhen,Singapore
PortSaidEgypt,GioiaTauro
GioiaTauro,Barcelona
Valencia,GioiaTauro
GioiaTauro,PortSaidEgypt
KingAbdullahCity,AbuDhabi
AbuDhabi,DubaiJebelAli
DubaiJebelAli,Singapore
Singapore,YantianShenzhen
YantianShenzhen,Qingdao
YantianShenzhen,Xiamen
Xiamen,Ningbo
Shanghai,Busan
Busan,NewYorkNYNJ
BaltimoreMD,NewYorkNYNJ
NewYorkNYNJ,Salalah
Salalah,Colombo
Colombo,TanjungPelepas
TanjungPelepas,YantianShenzhen
Shanghai,LongBeach
LongBeach,Ningbo
GioiaTauro,NaplesIT
NaplesIT,LaSpezia
LaSpezia,Barcelona
Valencia,Algeciras
Algeciras,Sines
Sines,FreeportBahamas
FreeportBahamas,MiamiFL
MiamiFL,VeracruzMEX
VeracruzMEX,AltamiraMEX
AltamiraMEX,HoustonTX
HoustonTX,NewOrleansLA
NewOrleansLA,MiamiFL
MiamiFL,FreeportBahamas
FreeportBahamas,Sines
Sines,Algeciras
Algeciras,Barcelona
Barcelona,GioiaTauro
HoustonTX,AltamiraMEX
AltamiraMEX,VeracruzMEX
VeracruzMEX,SantoTomasdeCastilla
PuertoCortes,PuertoLimon
PuertoLimon,ManzanilloPanama
ManzanilloPanama,CartagenaColombia
CartagenaColombia,SantaMarta
SantaMarta,CaucedoDomRep
CaucedoDomRep,SanJuanPR
SanJuanPR,SantaMarta
SantaMarta,CartagenaColombia
CartagenaColombia,ManzanilloPanama
ManzanilloPanama,PuertoLimon
PuertoLimon,SantoTomasdeCastilla
PuertoCortes,HoustonTX
Leghorn,GenoaIT
GenoaIT,Barcelona
Valencia,CartagenaColombia
CartagenaColombia,KingstonJM
KingstonJM,VeracruzMEX
NewOrleansLA,CaucedoDomRep
CaucedoDomRep,Malaga
Malaga,Valencia
Valencia,Leghorn
HoustonTX,CristobalPanama
CristobalPanama,CartagenaColombia
CartagenaColombia,Suape
Suape,Santos
Santos,NavegantesnearItajai
NavegantesnearItajai,PortoItapoa
PortoItapoa,Paranagua
Salvador,CartagenaColombia
CartagenaColombia,CristobalPanama
CristobalPanama,VeracruzMEX
Felixstowe,Rotterdam
Rotterdam,Hamburg
Rotterdam,KingAbdullahCity
KingAbdullahCity,Colombo
MumbaiNhavaSheva,Mundra
Mundra,KingAbdullahCity
KingAbdullahCity,Sines
Sines,Felixstowe
MiamiFL,PuertoCortes
PuertoCortes,MiamiFL
LongBeach,Honolulu
Honolulu,LongBeach
Tarragona,Barcelona
Valencia,LasPalmasCanIs
LasPalmasCanIs,TenerifeCanIs
TenerifeCanIs,ArrecifeCanIs
ArrecifeCanIs,PuertodelRosarioCanIs
PuertodelRosarioCanIs,Cadiz
Cadiz,Valencia
Valencia,Tarragona
Alicante,LasPalmasCanIs
TenerifeCanIs,Alicante
XingangTianjin,Busan
Busan,Gwangyang
Shanghai,Nansha
Nansha,ShekouShenzhenChiwan
Singapore,Lome
Lome,Tema
Tema,Singapore
MumbaiOldPort,Shanghai
Shanghai,Ennore
Ennore,Durban
Durban,Salvador
Salvador,PensacolaFL
PensacolaFL,HoustonTX
HoustonTX,WilmingtonNC
WilmingtonNC,BaltimoreMD
BaltimoreMD,GenoaIT
GenoaIT,Iskenderun
Iskenderun,AlexandriaEgypt
AlexandriaEgypt,Jeddah
Jeddah,Sohar
Sohar,DubaiJebelAli
DubaiJebelAli,Dammam
Dammam,MumbaiOldPort
Singapore,Mundra
Mundra,MumbaiNhavaSheva
MumbaiNhavaSheva,DubaiJebelAli
DubaiJebelAli,AbuDhabi
AbuDhabi,Hamad
Dammam,UmmQasr
UmmQasr,Qingdao
Xiamen,TanjungPelepas
TanjungPelepas,Colombo
Colombo,Felixstowe
Bremerhaven,TangerMorocco
TangerMorocco,Salalah
Salalah,HongKong
HongKong,Shanghai
LondonGateway,Rotterdam
Antwerp,LeHavre
LeHavre,MarseillesFosFos
MarseillesFosFos,LaSpezia
LaSpezia,GioiaTauro
GioiaTauro,MaltaMarsaxlokk
MaltaMarsaxlokk,PortdePointedesGalets
PortdePointedesGalets,PortLouis
PortLouis,Sydney
Sydney,MelbourneAU
MelbourneAU,Adelaide
Adelaide,Fremantle
Fremantle,Singapore
Singapore,Colombo
Colombo,MaltaMarsaxlokk
MaltaMarsaxlokk,GioiaTauro
GioiaTauro,Valencia
Valencia,LondonGateway
Busan,VancouverBC
VancouverBC,SeattleWA
SeattleWA,PortlandOR
PortlandOR,Busan
ShekouShenzhenChiwan,Nansha
YantianShenzhen,LongBeach
LongBeach,OaklandCA
OaklandCA,Busan
Busan,ShekouShenzhenChiwan
Xiamen,YantianShenzhen
YantianShenzhen,Busan
Busan,HoustonTX
HoustonTX,MobileAL
MobileAL,TampaFL
TampaFL,Balboa
Balboa,Busan
Busan,Xiamen
Kaohsiung,Shanghai
Ningbo,OaklandCA
OaklandCA,SeattleWA
SeattleWA,Kaohsiung
Toyohashi,JacksonvilleFL
JacksonvilleFL,NewarkNJ
NewarkNJ,Toyohashi
Dalian,XingangTianjin
Shanghai,TanjungPelepas
TanjungPelepas,Rotterdam
Bremerhaven,GothenburgSweden
GothenburgSweden,AarhusDenmark
AarhusDenmark,Bremerhaven
Bremerhaven,Wilhelmshaven
Wilhelmshaven,TangerMorocco
TangerMorocco,Singapore
Shanghai,Dalian
Singapore,Jakarta
Jakarta,BrisbaneAU
BrisbaneAU,Auckland
Auckland,NelsonNZ
NelsonNZ,WellingtonWGN
WellingtonWGN,Napier
Napier,BrisbaneAU
BrisbaneAU,TanjungPelepas
Singapore,Fremantle
Fremantle,Adelaide
Adelaide,MelbourneAU
MelbourneAU,Sydney
Sydney,BrisbaneAU
Fremantle,TanjungPelepas
NewOrleansLA,HoustonTX
HoustonTX,VeracruzMEX
VeracruzMEX,KingstonJM
KingstonJM,CartagenaColombia
ManzanilloPanama,Manaus
Manaus,Vitoria
Vitoria,Santos
Santos,Itajai
Itajai,Paranagua
Santos,Sepetiba
Sepetiba,Salvador
KingstonJM,NewOrleansLA
MumbaiNhavaSheva,Salalah
Salalah,Jeddah
Jeddah,PortSaidEgypt
PortSaidEgypt,TangerMorocco
TangerMorocco,Algeciras
Algeciras,Valencia
Valencia,VadoLigure
VadoLigure,PortSaidEgypt
PortSaidEgypt,Jeddah
Jeddah,Salalah
Salalah,DubaiJebelAli
DubaiJebelAli,Mundra
Mundra,Karachi
DubaiJebelAli,Djibouti
Djibouti,Jeddah
Jeddah,Berbera
Berbera,Mundra
GioiaTauro,Leghorn
GenoaIT,MarseillesFosFos
MarseillesFosFos,Valencia
LasPalmasCanIs,Dakar
Dakar,SanPedroIvoryCoast
SanPedroIvoryCoast,Lome
Lome,Cotonou
Cotonou,LagosTinCanIsland
LagosTinCanIsland,Lome
Lome,Dakar
Dakar,LasPalmasCanIs
LasPalmasCanIs,GioiaTauro
TangerMorocco,Dakar
Dakar,Nouakchott
Nouakchott,TangerMorocco
Barcelona,Sagunto
Sagunto,LasPalmasCanIs
ArrecifeCanIs,Barcelona
NaplesIT,Leghorn
GenoaIT,Valencia
Sines,NewYorkNYNJ
NewYorkNYNJ,BaltimoreMD
BaltimoreMD,NorfolkVA
NorfolkVA,SavannahGA
SavannahGA,CharlestonSC
CharlestonSC,TangerMorocco
TangerMorocco,Valencia
MumbaiNhavaSheva,Colombo
Colombo,Valencia
Valencia,NewYorkNYNJ
NewYorkNYNJ,SavannahGA
CharlestonSC,Mundra
Rotterdam,Antwerp
Antwerp,Valencia
GioiaTauro,ElDekheilaEgypt
ElDekheilaEgypt,Mersin
Mersin,Iskenderun
Iskenderun,Mersin
Iskenderun,NaplesIT
LaSpezia,LondonGateway
SouthamptonUK,Rotterdam
Antwerp,GdyniaPoland
GdyniaPoland,KlaipedaLithuania
KlaipedaLithuania,LondonGateway
LondonGateway,Antwerp
LeHavre,KingAbdullahCity
KingAbdullahCity,Djibouti
Djibouti,PortQasim
