source,target
Antwerp,SouthamptonUK
SouthamptonUK,Antwerp
Antwerp,Rotterdam
Rotterdam,Bremerhaven
Bremerhaven,LeHavre
LeHavre,NewYorkNYNJ
NewYorkNYNJ,NorfolkVA
NorfolkVA,SavannahGA
SavannahGA,CharlestonSC
CharlestonSC,SouthamptonUK
LeHavre,LondonGateway
LondonGateway,Rotterdam
Rotterdam,Hamburg
Hamburg,NewYorkNYNJ
NewYorkNYNJ,CharlestonSC
CharlestonSC,SavannahGA
SavannahGA,LeHavre
CristobalPanama,ManzanilloPanama
ManzanilloPanama,PortofSpainTrinidad
PortofSpainTrinidad,Macapa
Macapa,Manaus
Manaus,Macapa
Macapa,ViladoCondenearBelem
ViladoCondenearBelem,CristobalPanama
Dalian,XingangTianjin
XingangTianjin,Qingdao
Qingdao,Busan
Busan,Gwangyang
Gwangyang,Ningbo
Ningbo,Singapore
Singapore,TanjungPelepas
TanjungPelepas,Colombo
Colombo,MumbaiNhavaSheva
MumbaiNhavaSheva,Pipavav
Pipavav,Singapore
Singapore,Dalian
LaemChabangThailand,Singapore
Singapore,PortKelang
PortKelang,Kattupalli
Kattupalli,ChennaiMadras
ChennaiMadras,Kattupalli
ChennaiMadras,PortKelang
PortKelang,Singapore
Singapore,LaemChabangThailand
Shanghai,Ningbo
Ningbo,YantianShenzhen
YantianShenzhen,HongKong
HongKong,Singapore
Singapore,RiodeJaneiro
RiodeJaneiro,Santos
Santos,Paranagua
Paranagua,NavegantesnearItajai
NavegantesnearItajai,Montevideo
Montevideo,BuenosAires
BuenosAires,RioGrandeBR
RioGrandeBR,NavegantesnearItajai
NavegantesnearItajai,Paranagua
Paranagua,Santos
Santos,Singapore
Singapore,HongKong
HongKong,Shanghai
Tarragona,Barcelona
Barcelona,Valencia
Valencia,LasPalmasCanIs
LasPalmasCanIs,TenerifeCanIs
TenerifeCanIs,ArrecifeCanIs
ArrecifeCanIs,PuertodelRosarioCanIs
PuertodelRosarioCanIs,Cadiz
Cadiz,Valencia
Valencia,Tarragona
PortEvergladesFL,RioHaina
RioHaina,PortauPrince
PortauPrince,PortEvergladesFL
PortEvergladesFL,PortauPrince
PortauPrince,CapHaitien
CapHaitien,PortEvergladesFL
MoinBay,PuertoCastilla
PuertoCastilla,PortEvergladesFL
PortEvergladesFL,WilmingtonDE
WilmingtonDE,MoinBay
SeattleWA,Honolulu
Honolulu,SeattleWA
Guayaquil,PuertoCaldera
PuertoCaldera,PuertoQuetzal
PuertoQuetzal,SanDiegoCA
SanDiegoCA,Guayaquil
TanjungPelepas,PortKelang
PortKelang,Colombo
Colombo,MaleMaldives
MaleMaldives,VictoriaMaheSeychellesIs
VictoriaMaheSeychellesIs,DaresSalaam
DaresSalaam,Colombo
Colombo,Singapore
Qingdao,Ningbo
Ningbo,Shanghai
Shanghai,Busan
Busan,ColonPanama
ColonPanama,SavannahGA
CharlestonSC,BostonMA
BostonMA,NewYorkNYNJ
NewYorkNYNJ,ColonPanama
ColonPanama,Qingdao
Qingdao,Kaohsiung
Kaohsiung,Singapore
PortKelang,MumbaiNhavaSheva
MumbaiNhavaSheva,Mundra
Mundra,Colombo
Colombo,PortKelang
Singapore,XingangTianjin
HongKong,ShekouShenzhenChiwan
ShekouShenzhenChiwan,YantianShenzhen
YantianShenzhen,Kaohsiung
Kaohsiung,VancouverBC
VancouverBC,SeattleWA
SeattleWA,Busan
Busan,Kaohsiung
Kaohsiung,ShekouShenzhenChiwan
ShekouShenzhenChiwan,HongKong
HongKong,YantianShenzhen
SantaMarta,MoinBay
MoinBay,WilmingtonDE
WilmingtonDE,SantaMarta
HoustonTX,NewOrleansLA
NewOrleansLA,PuertoBarrios
PuertoBarrios,PuertoCortes
PuertoCortes,CartagenaColombia
CartagenaColombia,ManzanilloPanama
ManzanilloPanama,CristobalPanama
CristobalPanama,PuertoCortes
PuertoCortes,PuertoBarrios
PuertoBarrios,HoustonTX
PalmBeachFL,Providenciales
Providenciales,PalmBeachFL
Antwerp,Hull
Hull,GeorgetownGuyana
GeorgetownGuyana,Paramaribo
Paramaribo,PointLisasTrinidad
PointLisasTrinidad,Matanzas
Matanzas,GeorgetownGuyana
Paramaribo,Rotterdam
Rotterdam,Antwerp
Bremerhaven,GothenburgSweden
GothenburgSweden,Zeebrugge
Zeebrugge,SouthamptonUK
SouthamptonUK,HalifaxNovaScotia
HalifaxNovaScotia,NewYorkNYNJ
NewYorkNYNJ,BrunswickGA
BrunswickGA,CharlestonSC
CharlestonSC,Bremerhaven
XingangTianjin,Busan
Shanghai,Nansha
Nansha,ShekouShenzhenChiwan
ShekouShenzhenChiwan,Singapore
Singapore,Colombo
Colombo,Lome
Lome,Tema
Tema,Durban
Durban,PortLouis
PortLouis,Colombo
Ningbo,ShekouShenzhenChiwan
Singapore,PortLouis
PortLouis,Durban
Durban,DubaiJebelAli
DubaiJebelAli,Mundra
Mundra,MumbaiNhavaSheva
MumbaiNhavaSheva,HaziraGujarat
HaziraGujarat,MumbaiNhavaSheva
HaziraGujarat,Colombo
Singapore,Shanghai
Singapore,Chittagong
Chittagong,Singapore
Antwerp,Piraeus
Piraeus,Thessaloniki
Thessaloniki,Izmir
Izmir,Piraeus
Piraeus,Sines
Sines,LondonGateway
BremenGermany,Antwerp
Antwerp,PortCanaveralFL
PortCanaveralFL,HoustonTX
HoustonTX,PortArthurTX
PortArthurTX,MobileAL
MobileAL,PanamaCityFL
PanamaCityFL,SavannahGA
SavannahGA,WilmingtonNC
WilmingtonNC,Savona
Savona,Leghorn
Leghorn,NaplesIT
NaplesIT,BremenGermany
SaintJohnNewBrunswick,NewYorkNYNJ
NewYorkNYNJ,SavannahGA
SavannahGA,KingstonJM
KingstonJM,RioHaina
RioHaina,StMaartenPhilipsburg
StMaartenPhilipsburg,SaintJohnNewBrunswick
Antwerp,Bremerhaven
LeHavre,LiverpoolUK
LiverpoolUK,MontrealQuebec
MontrealQuebec,Antwerp
Bremerhaven,NorfolkVA
NorfolkVA,CharlestonSC
CharlestonSC,HoustonTX
HoustonTX,NorfolkVA
NorfolkVA,Antwerp
CartagenaColombia,Paita
Paita,PuertodePosorja
PuertodePosorja,Guayaquil
Guayaquil,Buenaventura
Buenaventura,CartagenaColombia
Busan,CartagenaColombia
CartagenaColombia,NewYorkNYNJ
NorfolkVA,WilmingtonNC
WilmingtonNC,SavannahGA
CharlestonSC,CartagenaColombia
CartagenaColombia,Busan
Busan,Qingdao
Nansha,YantianShenzhen
YantianShenzhen,TanjungPelepas
Colombo,TangerMorocco
TangerMorocco,Felixstowe
Felixstowe,Hamburg
Hamburg,Antwerp
Antwerp,LondonGateway
LondonGateway,LeHavre
LeHavre,TangerMorocco
TangerMorocco,Salalah
Salalah,AbuDhabi
AbuDhabi,DubaiJebelAli
DubaiJebelAli,Ningbo
LianyungangJiangsu,Qingdao
Qingdao,Shanghai
Shanghai,HongKong
Singapore,DubaiJebelAli
DubaiJebelAli,Hamad
Hamad,Dammam
Dammam,Jubail
Jubail,AbuDhabi
AbuDhabi,Singapore
Singapore,Nansha
Nansha,LianyungangJiangsu
Busan,NewYorkNYNJ
SavannahGA,Qingdao
DaChanBayShenzhen,YantianShenzhen
YantianShenzhen,LosAngelesCA
LosAngelesCA,DaChanBayShenzhen
LaemChabangThailand,CaiMepnearHoChiMinh
CaiMepnearHoChiMinh,Haiphong
Haiphong,YantianShenzhen
YantianShenzhen,TacomaWA
TacomaWA,VancouverBC
VancouverBC,Tokyo
Tokyo,Kobe
Kobe,Singapore
Busan,Ningbo
Shanghai,YantianShenzhen
TanjungPelepas,Rotterdam
GothenburgSweden,AarhusDenmark
AarhusDenmark,Bremerhaven
Bremerhaven,Wilhelmshaven
Wilhelmshaven,TangerMorocco
TangerMorocco,Singapore
Shanghai,Dalian
NewcastleUK,AmsterdamNL
AmsterdamNL,Bremerhaven
Bremerhaven,Antwerp
SouthamptonUK,Santander
Santander,TangerMorocco
TangerMorocco,Durban
Durban,Fremantle
Fremantle,MelbourneAU
MelbourneAU,PortKembla
PortKembla,BrisbaneAU
PalmBeachFL,StCroixVI
StCroixVI,AnguillaAI
AnguillaAI,BridgetownBarbados
BridgetownBarbados,StBarthelemy
StBarthelemy,BridgetownBarbados
BridgetownBarbados,CastriesStLucia
CastriesStLucia,VieuxFortStLucia
VieuxFortStLucia,PointLisasTrinidad
PointLisasTrinidad,VieuxFortStLucia
PointLisasTrinidad,GeorgetownGuyana
GeorgetownGuyana,StGeorgesGrenada
StGeorgesGrenada,PalmBeachFL
JacksonvilleFL,SanJuanPR
SanJuanPR,JacksonvilleFL
PortEvergladesFL,GulfportMS
GulfportMS,FreeportTX
FreeportTX,PuertoCortes
PuertoBarrios,MoinBay
MoinBay,ManzanilloPanama
ManzanilloPanama,PuertoBarrios
PuertoCortes,PortEvergladesFL
GulfportMS,PuertoBarrios
PuertoCortes,CaucedoDomRep
CaucedoDomRep,GulfportMS
LongBeach,Honolulu
Honolulu,LongBeach
LondonGateway,Antwerp
Antwerp,Hamburg
Hamburg,LeHavre
LeHavre,VeracruzMEX
VeracruzMEX,AltamiraMEX
AltamiraMEX,HoustonTX
NewOrleansLA,LondonGateway
Hamburg,Bremerhaven
Bremerhaven,SouthamptonUK
SouthamptonUK,LeHavre
