source,target
Shanghai,Ningbo
Ningbo,Taipei
Taipei,Xiamen
Xiamen,ShekouShenzhenChiwan
ShekouShenzhenChiwan,Singapore
Singapore,Djibouti
Djibouti,Jeddah
Jeddah,Sokhna
Sokhna,Aqaba
Aqaba,Djibouti
Djibouti,Singapore
Singapore,Shanghai
Hamburg,Antwerp
Antwerp,Bilbao
Bilbao,Vitoria
Vitoria,RiodeJaneiro
RiodeJaneiro,BuenosAires
Bilbao,Callao
Callao,Mejillones
Mejillones,Valparaiso
Balboa,Guayaquil
Guayaquil,Callao
Callao,Paita
Paita,Guayaquil
Guayaquil,Balboa
Qingdao,Shanghai
Ningbo,Nansha
Nansha,Singapore
Singapore,PortKelang
PortKelang,Singapore
PortKelang,Colombo
Colombo,Apapa
Apapa,LagosTinCanIsland
LagosTinCanIsland,Tema
Tema,PortKelang
Singapore,Qingdao
Ningbo,ShekouShenzhenChiwan
Singapore,TanjungPelepas
TanjungPelepas,PortKelang
Colombo,Mombasa
Mombasa,Colombo
Colombo,PortKelang
TanjungPelepas,Singapore
Kawasaki,Kobe
Kobe,ShimonosekiChofu
ShimonosekiChofu,XingangTianjin
XingangTianjin,Shanghai
Shanghai,Singapore
Singapore,Mombasa
Mombasa,DaresSalaam
DaresSalaam,Maputo
Maputo,Durban
Durban,Singapore
Singapore,Hitachinaka
Kaohsiung,Xiamen
Xiamen,HongKong
HongKong,ShekouShenzhenChiwan
PortKelang,Durban
Durban,CapeTown
CapeTown,PortKelang
Singapore,Kaohsiung
Qingdao,Ningbo
Ningbo,Shanghai
Shanghai,Busan
Busan,ManzanilloPanama
ManzanilloPanama,NewYorkNYNJ
NewYorkNYNJ,BostonMA
BostonMA,WilmingtonNC
WilmingtonNC,SavannahGA
SavannahGA,CharlestonSC
CharlestonSC,ManzanilloPanama
ManzanilloPanama,Busan
Busan,Qingdao
Yokohama,Ningbo
Shanghai,Xiamen
Xiamen,TanjungPelepas
TanjungPelepas,Colombo
Colombo,Felixstowe
Felixstowe,Rotterdam
Rotterdam,Bremerhaven
Bremerhaven,TangerMorocco
TangerMorocco,Salalah
Salalah,Nansha
Nansha,HongKong
HongKong,Nansha
HongKong,YantianShenzhen
YantianShenzhen,Xiamen
Xiamen,LosAngelesCA
LosAngelesCA,Yokohama
HongKong,CaiMepnearHoChiMinh
CaiMepnearHoChiMinh,Singapore
Colombo,HalifaxNovaScotia
HalifaxNovaScotia,NewYorkNYNJ
NewYorkNYNJ,NorfolkVA
NorfolkVA,SavannahGA
CharlestonSC,PortKelang
Singapore,Jakarta
Jakarta,LaemChabangThailand
LaemChabangThailand,CaiMepnearHoChiMinh
CaiMepnearHoChiMinh,LosAngelesCA
LosAngelesCA,OaklandCA
OaklandCA,HongKong
CaiMepnearHoChiMinh,PortKelang
PortKelang,Chittagong
Chittagong,PortKelang
Singapore,Colombo
NewYorkNYNJ,SavannahGA
SavannahGA,JacksonvilleFL
JacksonvilleFL,SavannahGA
JacksonvilleFL,NorfolkVA
NorfolkVA,HalifaxNovaScotia
HalifaxNovaScotia,DubaiJebelAli
DubaiJebelAli,Singapore
Singapore,LaemChabangThailand
Ningbo,Xiamen
Xiamen,YantianShenzhen
YantianShenzhen,Singapore
Singapore,KingAbdullahCity
KingAbdullahCity,Beirut
Beirut,LaSpezia
LaSpezia,GenoaIT
GenoaIT,LaSpezia
GenoaIT,MarseillesFosFos
MarseillesFosFos,Valencia
Valencia,Barcelona
Barcelona,KingAbdullahCity
KingAbdullahCity,Salalah
Salalah,AbuDhabi
AbuDhabi,DubaiJebelAli
Xiamen,Ningbo
Busan,NewYorkNYNJ
NewYorkNYNJ,BaltimoreMD
BaltimoreMD,NorfolkVA
NorfolkVA,NewYorkNYNJ
NewYorkNYNJ,Salalah
Salalah,Colombo
Colombo,TanjungPelepas
TanjungPelepas,YantianShenzhen
Singapore,CaiMepnearHoChiMinh
