source,target
Shanghai,Ningbo
Ningbo,Taipei
Taipei,Xiamen
Xiamen,ShekouShenzhenChiwan
ShekouShenzhenChiwan,Singapore
Singapore,Djibouti
Djibouti,Jeddah
Jeddah,Sokhna
Sokhna,Aqaba
Aqaba,Djibouti
Djibouti,Singapore
Singapore,Shanghai
ReykjavikIceland,ArgentiaNewfoundland
ArgentiaNewfoundland,HalifaxNovaScotia
HalifaxNovaScotia,PortlandME
PortlandME,ArgentiaNewfoundland
ArgentiaNewfoundland,ReykjavikIceland
Hamburg,Antwerp
Antwerp,Bilbao
Bilbao,Vitoria
Vitoria,RiodeJaneiro
RiodeJaneiro,BuenosAires
Bilbao,Callao
Callao,Mejillones
Mejillones,Valparaiso
Balboa,Guayaquil
Guayaquil,Callao
Callao,Paita
Paita,Guayaquil
Guayaquil,Balboa
Guayaquil,Rodman
Rodman,Guayaquil
Qingdao,Shanghai
Ningbo,Nansha
Nansha,Singapore
Singapore,PortKelang
PortKelang,Singapore
PortKelang,Colombo
Colombo,Apapa
Apapa,LagosTinCanIsland
LagosTinCanIsland,Tema
Tema,PortKelang
Singapore,Qingdao
Kawasaki,Kobe
Kobe,ShimonosekiChofu
ShimonosekiChofu,XingangTianjin
XingangTianjin,Shanghai
Shanghai,Singapore
Singapore,Mombasa
Mombasa,DaresSalaam
DaresSalaam,Maputo
Maputo,Durban
Durban,Singapore
Singapore,Hitachinaka
Qingdao,Ningbo
Ningbo,Shanghai
Shanghai,Busan
Busan,ManzanilloPanama
ManzanilloPanama,NewYorkNYNJ
NewYorkNYNJ,BostonMA
BostonMA,WilmingtonNC
WilmingtonNC,SavannahGA
SavannahGA,CharlestonSC
CharlestonSC,ManzanilloPanama
ManzanilloPanama,Busan
Busan,Qingdao
Ningbo,DaChanBayShenzhen
DaChanBayShenzhen,PortKelang
PortKelang,MumbaiNhavaSheva
MumbaiNhavaSheva,Mundra
Mundra,HaziraGujarat
HaziraGujarat,Colombo
Colombo,PortKelang
Singapore,Haiphong
Haiphong,Qingdao
Yokohama,Ningbo
Shanghai,Xiamen
Xiamen,TanjungPelepas
TanjungPelepas,Colombo
Colombo,Felixstowe
Felixstowe,Rotterdam
Rotterdam,Bremerhaven
Bremerhaven,TangerMorocco
TangerMorocco,Salalah
Salalah,Nansha
Nansha,HongKong
HongKong,Nansha
HongKong,YantianShenzhen
YantianShenzhen,Xiamen
Xiamen,LosAngelesCA
LosAngelesCA,Yokohama
Singapore,Haldia
Haldia,Kolkata
Kolkata,PortKelang
PortKelang,Haldia
Kolkata,Haldia
Haldia,Singapore
Singapore,Chittagong
Chittagong,Singapore
Singapore,Kolkata
Kolkata,Singapore
LaemChabangThailand,CaiMepnearHoChiMinh
CaiMepnearHoChiMinh,Singapore
Singapore,Colombo
Colombo,HalifaxNovaScotia
HalifaxNovaScotia,NewYorkNYNJ
NewYorkNYNJ,SavannahGA
SavannahGA,JacksonvilleFL
JacksonvilleFL,SavannahGA
JacksonvilleFL,NorfolkVA
NorfolkVA,HalifaxNovaScotia
HalifaxNovaScotia,DubaiJebelAli
DubaiJebelAli,Singapore
Singapore,LaemChabangThailand
Ningbo,Xiamen
Xiamen,YantianShenzhen
YantianShenzhen,Singapore
Singapore,KingAbdullahCity
KingAbdullahCity,Beirut
Beirut,LaSpezia
LaSpezia,GenoaIT
GenoaIT,LaSpezia
GenoaIT,MarseillesFosFos
MarseillesFosFos,Valencia
Valencia,Barcelona
Barcelona,KingAbdullahCity
KingAbdullahCity,Salalah
Salalah,AbuDhabi
AbuDhabi,DubaiJebelAli
Xiamen,Nansha
YantianShenzhen,CaiMepnearHoChiMinh
CaiMepnearHoChiMinh,PortKelang
PortKelang,Piraeus
Piraeus,Hamburg
Hamburg,Rotterdam
Rotterdam,Zeebrugge
Zeebrugge,Felixstowe
Felixstowe,Zeebrugge
Felixstowe,Singapore
Singapore,YantianShenzhen
