source,target
CristobalPanama,ManzanilloPanama
ManzanilloPanama,PortofSpainTrinidad
PortofSpainTrinidad,Macapa
Macapa,Manaus
Manaus,Macapa
Macapa,ViladoCondenearBelem
ViladoCondenearBelem,CristobalPanama
Guayaquil,Rodman
Rodman,Guayaquil
Shanghai,Ningbo
Ningbo,ShekouShenzhenChiwan
ShekouShenzhenChiwan,Singapore
Singapore,TanjungPelepas
TanjungPelepas,PortKelang
PortKelang,Colombo
Colombo,Mombasa
Mombasa,Colombo
Colombo,PortKelang
PortKelang,Singapore
TanjungPelepas,Singapore
Singapore,Shanghai
Bremerhaven,Zeebrugge
Zeebrugge,SouthamptonUK
SouthamptonUK,BaltimoreMD
BaltimoreMD,SavannahGA
SavannahGA,ManzanilloPanama
ManzanilloPanama,Auckland
Auckland,BrisbaneAU
BrisbaneAU,PortKembla
PortKembla,MelbourneAU
MelbourneAU,Fremantle
Fremantle,Singapore
Singapore,Inchon
Inchon,Masan
Masan,Kobe
Kobe,Nagoya
Nagoya,Yokohama
Yokohama,Hitachinaka
Hitachinaka,TacomaWA
TacomaWA,LongBeach
LongBeach,LazaroCardenasMEX
LazaroCardenasMEX,ManzanilloPanama
ManzanilloPanama,BrunswickGA
BrunswickGA,SavannahGA
SavannahGA,NorfolkVA
NorfolkVA,BaltimoreMD
BaltimoreMD,NewarkNJ
NewarkNJ,Zeebrugge
Zeebrugge,Bremerhaven
Bremerhaven,SouthamptonUK
PortKelang,Chittagong
Chittagong,PortKelang
Singapore,CaiMepnearHoChiMinh
CaiMepnearHoChiMinh,HongKong
HongKong,ShekouShenzhenChiwan
ShekouShenzhenChiwan,Ningbo
Ningbo,Shanghai
Shanghai,Busan
Busan,HoustonTX
HoustonTX,MobileAL
MobileAL,NewOrleansLA
NewOrleansLA,TampaFL
TampaFL,MiamiFL
MiamiFL,Singapore
Singapore,Auckland
Auckland,Lyttelton
Lyttelton,WellingtonWGN
WellingtonWGN,Napier
Napier,Tauranga
Tauranga,BrisbaneAU
BrisbaneAU,PortKelang
LaemChabangThailand,Singapore
Singapore,PortKelang
Colombo,DubaiJebelAli
DubaiJebelAli,Karachi
Karachi,Mundra
Mundra,Colombo
Singapore,LaemChabangThailand
MumbaiOldPort,Jeddah
Jeddah,Leghorn
Leghorn,VeracruzMEX
VeracruzMEX,HoustonTX
HoustonTX,SavannahGA
SavannahGA,WilmingtonNC
WilmingtonNC,BaltimoreMD
BaltimoreMD,HalifaxNovaScotia
HalifaxNovaScotia,Leghorn
Leghorn,Jeddah
Jeddah,DubaiJebelAli
DubaiJebelAli,Dammam
Dammam,MumbaiOldPort
Salalah,Colombo
Colombo,Krishnapatnum
Krishnapatnum,Kattupalli
Kattupalli,Colombo
Colombo,Salalah
Hamburg,Tilbury
Tilbury,Antwerp
Antwerp,CasablancaMorocco
CasablancaMorocco,Abidjan
Abidjan,Cotonou
Cotonou,LagosTinCanIsland
LagosTinCanIsland,Tema
Tema,Hamburg
Antwerp,LeHavre
LeHavre,LisbonPT
LisbonPT,Algeciras
Algeciras,PointeNoire
PointeNoire,Luanda
Luanda,Kribi
Kribi,Douala
Douala,Antwerp
PortKelang,ChennaiMadras
ChennaiMadras,Vishakhapatnam
Vishakhapatnam,Singapore
CartagenaColombia,Turbo
Turbo,ManzanilloPanama
ManzanilloPanama,MoinBay
MoinBay,PhiladelphiaPA
PhiladelphiaPA,NewYorkNYNJ
NewYorkNYNJ,SavannahGA
SavannahGA,PortEvergladesFL
PortEvergladesFL,CartagenaColombia
PortEvergladesFL,RioHaina
RioHaina,PortauPrince
PortauPrince,PortEvergladesFL
PortEvergladesFL,PortauPrince
PortauPrince,CapHaitien
CapHaitien,PortEvergladesFL
LongBeach,OaklandCA
OaklandCA,PapeeteTahiti
PapeeteTahiti,ApiaWSamoa
ApiaWSamoa,PagoPagoAmSamoa
PagoPagoAmSamoa,LongBeach
Guayaquil,PuertoCaldera
PuertoCaldera,PuertoQuetzal
PuertoQuetzal,SanDiegoCA
SanDiegoCA,Guayaquil
Antwerp,Hamburg
Hamburg,Vitoria
Vitoria,RiodeJaneiro
RiodeJaneiro,Santos
Santos,Paranagua
Paranagua,Zarate
Zarate,Montevideo
Montevideo,Santos
Santos,RiodeJaneiro
RiodeJaneiro,Vitoria
Vitoria,Dakar
Dakar,Antwerp
BremenGermany,Antwerp
Antwerp,Bilbao
Bilbao,VeracruzMEX
VeracruzMEX,AltamiraMEX
AltamiraMEX,NewOrleansLA
NewOrleansLA,Rotterdam
Rotterdam,BremenGermany
Singapore,Kolkata
Kolkata,Singapore
Colombo,MaleMaldives
MaleMaldives,VictoriaMaheSeychellesIs
VictoriaMaheSeychellesIs,DaresSalaam
DaresSalaam,Colombo
Colombo,Singapore
Shanghai,Qingdao
Qingdao,Busan
Busan,Yokohama
Yokohama,EnsenadaMEX
EnsenadaMEX,ManzanilloMEX
ManzanilloMEX,PuertoQuetzal
PuertoQuetzal,Rodman
Rodman,Buenaventura
Buenaventura,Callao
Callao,Guayaquil
Guayaquil,Buenaventura
Buenaventura,Rodman
Rodman,LazaroCardenasMEX
LazaroCardenasMEX,ManzanilloMEX
ManzanilloMEX,EnsenadaMEX
EnsenadaMEX,Yokohama
Yokohama,Busan
Busan,Ningbo
Xiamen,Kaohsiung
Kaohsiung,HongKong
HongKong,YantianShenzhen
