source,target
Shanghai,Ningbo
Ningbo,Taipei
Taipei,Xiamen
Xiamen,ShekouShenzhenChiwan
ShekouShenzhenChiwan,Singapore
Singapore,Djibouti
Djibouti,Jeddah
Jeddah,Sokhna
Sokhna,Aqaba
Aqaba,Djibouti
Djibouti,Singapore
Singapore,Shanghai
Antwerp,Rotterdam
Rotterdam,Bremerhaven
Bremerhaven,NorfolkVA
NorfolkVA,CharlestonSC
CharlestonSC,HoustonTX
HoustonTX,NorfolkVA
NorfolkVA,Antwerp
Antwerp,Bremerhaven
Bremerhaven,SouthamptonUK
SouthamptonUK,BaltimoreMD
BaltimoreMD,CharlestonSC
CharlestonSC,GalvestonTX
GalvestonTX,CharlestonSC
CharlestonSC,BaltimoreMD
BaltimoreMD,Antwerp
StPetersburgRussia,Antwerp
Antwerp,PhiladelphiaPA
PhiladelphiaPA,HoustonTX
HoustonTX,Antwerp
Antwerp,StPetersburgRussia
Antwerp,LiverpoolUK
LiverpoolUK,ChesterPA
ChesterPA,WilmingtonNC
WilmingtonNC,Antwerp
Zeebrugge,Bremerhaven
BaltimoreMD,BrunswickGA
BrunswickGA,CharlestonSC
CharlestonSC,Zeebrugge
Bremerhaven,Emden
Emden,SouthamptonUK
SouthamptonUK,PortHuenemeCA
PortHuenemeCA,SanDiegoCA
SanDiegoCA,Hitachi
Hitachi,Yokohama
SouthamptonUK,CharlestonSC
CharlestonSC,PortHuenemeCA
Yokohama,Pyongtaek
Pyongtaek,XingangTianjin
XingangTianjin,Shanghai
Shanghai,XinshaGuangzhou
Antwerp,SouthamptonUK
SouthamptonUK,Antwerp
Bremerhaven,LeHavre
LeHavre,NewYorkNYNJ
NewYorkNYNJ,NorfolkVA
NorfolkVA,SavannahGA
SavannahGA,CharlestonSC
CharlestonSC,SouthamptonUK
Antwerp,Hamburg
Hamburg,LondonGateway
LondonGateway,CharlestonSC
CharlestonSC,PortEvergladesFL
PortEvergladesFL,HoustonTX
HoustonTX,SavannahGA
SavannahGA,NorfolkVA
Ningbo,Singapore
Singapore,Colombo
Colombo,DubaiJebelAli
DubaiJebelAli,Dammam
Dammam,UmmQasr
UmmQasr,Hamad
Hamad,Shanghai
LeHavre,LondonGateway
LondonGateway,Rotterdam
Rotterdam,Hamburg
Hamburg,NewYorkNYNJ
NewYorkNYNJ,CharlestonSC
CharlestonSC,SavannahGA
SavannahGA,LeHavre
ReykjavikIceland,ArgentiaNewfoundland
ArgentiaNewfoundland,HalifaxNovaScotia
HalifaxNovaScotia,PortlandME
PortlandME,ArgentiaNewfoundland
ArgentiaNewfoundland,ReykjavikIceland
Hamburg,Antwerp
Antwerp,Bilbao
Bilbao,Vitoria
Vitoria,RiodeJaneiro
RiodeJaneiro,BuenosAires
Bilbao,Callao
Callao,Mejillones
Mejillones,Valparaiso
Itajai,Paranagua
Paranagua,Santos
Santos,CapeTown
CapeTown,Durban
Durban,PortElizabethZA
PortElizabethZA,Luanda
Luanda,PointeNoire
PointeNoire,Itajai
CristobalPanama,ManzanilloPanama
ManzanilloPanama,PortofSpainTrinidad
PortofSpainTrinidad,Macapa
Macapa,Manaus
Manaus,Macapa
Macapa,ViladoCondenearBelem
ViladoCondenearBelem,CristobalPanama
PuertoMadryn,BahiaBlanca
BahiaBlanca,PortoItapoa
PortoItapoa,RiodeJaneiro
RiodeJaneiro,Santos
Santos,RioGrandeBR
RioGrandeBR,SanAntonioCL
SanAntonioCL,Callao
Callao,Guayaquil
Guayaquil,AricaCL
AricaCL,Antofagasta
Antofagasta,AricaCL
Antofagasta,SanAntonioCL
SanAntonioCL,SanVicente
SanVicente,PuertoMadryn
ColonPanama,Buenaventura
Buenaventura,Guayaquil
Guayaquil,Callao
Callao,Matarani
Matarani,AricaCL
AricaCL,Iquique
Iquique,SanAntonioCL
Guayaquil,Buenaventura
Buenaventura,ColonPanama
Balboa,Esmeraldas
