source,target
CristobalPanama,ManzanilloPanama
ManzanilloPanama,PortofSpainTrinidad
PortofSpainTrinidad,Macapa
Macapa,Manaus
Manaus,Macapa
Macapa,ViladoCondenearBelem
ViladoCondenearBelem,CristobalPanama
Shanghai,Ningbo
Ningbo,ShekouShenzhenChiwan
ShekouShenzhenChiwan,Singapore
Singapore,TanjungPelepas
TanjungPelepas,PortKelang
PortKelang,Colombo
Colombo,Mombasa
Mombasa,Colombo
Colombo,PortKelang
PortKelang,Singapore
TanjungPelepas,Singapore
Singapore,Shanghai
Algeciras,LondonGateway
LondonGateway,Rotterdam
Rotterdam,LeHavre
LeHavre,StMaartenPhilipsburg
StMaartenPhilipsburg,PortofSpainTrinidad
PortofSpainTrinidad,DegraddesCannes
DegraddesCannes,ViladoCondenearBelem
ViladoCondenearBelem,Fortaleza
Fortaleza,Natal
Natal,Algeciras
PortEvergladesFL,RioHaina
RioHaina,PortauPrince
PortauPrince,PortEvergladesFL
Guayaquil,PuertoCaldera
PuertoCaldera,PuertoQuetzal
PuertoQuetzal,SanDiegoCA
SanDiegoCA,Guayaquil
Kaohsiung,ShekouShenzhenChiwan
ShekouShenzhenChiwan,HongKong
HongKong,Ningbo
Ningbo,Shanghai
Shanghai,ManzanilloMEX
ManzanilloMEX,LazaroCardenasMEX
LazaroCardenasMEX,PuertoQuetzal
PuertoQuetzal,Callao
Callao,Guayaquil
Guayaquil,ManzanilloMEX
ManzanilloMEX,Busan
Busan,Kaohsiung
PalmBeachFL,Providenciales
Providenciales,PalmBeachFL
Kaohsiung,HongKong
HongKong,ShekouShenzhenChiwan
Singapore,PortKelang
Colombo,MumbaiNhavaSheva
MumbaiNhavaSheva,PortKelang
Singapore,Kaohsiung
LeHavre,Felixstowe
Felixstowe,Bremerhaven
Bremerhaven,Hamburg
Hamburg,Antwerp
Antwerp,Sines
Sines,Piraeus
Piraeus,AmbarliIstanbul
AmbarliIstanbul,GemlikIstanbul
GemlikIstanbul,Tekirdag
Tekirdag,Aliaga
Aliaga,Sines
Sines,LeHavre
Antwerp,Rotterdam
Rotterdam,Bremerhaven
Bremerhaven,NorfolkVA
NorfolkVA,CharlestonSC
CharlestonSC,HoustonTX
HoustonTX,NorfolkVA
NorfolkVA,Antwerp
LianyungangJiangsu,Qingdao
Qingdao,Shanghai
Shanghai,HongKong
Singapore,DubaiJebelAli
DubaiJebelAli,Hamad
Hamad,Dammam
Dammam,Jubail
Jubail,AbuDhabi
AbuDhabi,Singapore
Singapore,Nansha
Nansha,LianyungangJiangsu
FernandinaBeachFL,HamiltonBermuda
HamiltonBermuda,FernandinaBeachFL
JacksonvilleFL,SanJuanPR
SanJuanPR,JacksonvilleFL
PortEvergladesFL,SantoTomasdeCastilla
SantoTomasdeCastilla,PuertoCortes
PuertoCortes,PortEvergladesFL
Ningbo,HongKong
PortKelang,ChennaiMadras
ChennaiMadras,Kattupalli
Kattupalli,PortKelang
Singapore,Haiphong
Haiphong,Shanghai
Singapore,Chittagong
Chittagong,Mongla
Mongla,Singapore
Ningbo,Busan
Busan,LongBeach
LongBeach,OaklandCA
OaklandCA,Qingdao
HalifaxNovaScotia,PalmBeachFL
PalmBeachFL,SanJuanPR
SanJuanPR,StJohnVI
StJohnVI,StThomasVI
StThomasVI,VirginGorda
VirginGorda,StMaartenPhilipsburg
StMaartenPhilipsburg,RoadTownTortola
RoadTownTortola,CaucedoDomRep
CaucedoDomRep,HalifaxNovaScotia
PalmBeachFL,NassauBahamas
NassauBahamas,PalmBeachFL
XingangTianjin,Qingdao
Qingdao,Gwangyang
Gwangyang,Ningbo
Shanghai,YantianShenzhen
YantianShenzhen,TanjungPelepas
TanjungPelepas,Algeciras
Algeciras,Bremerhaven
Bremerhaven,GdanskPoland
GdanskPoland,Bremerhaven
Bremerhaven,Rotterdam
Rotterdam,TanjungPelepas
TanjungPelepas,Shanghai
Shanghai,XingangTianjin
AltamiraMEX,VeracruzMEX
VeracruzMEX,KingstonJM
KingstonJM,RioHaina
RioHaina,SanJuanPR
SanJuanPR,KingstonJM
KingstonJM,AltamiraMEX
NewYorkNYNJ,NorfolkVA
NorfolkVA,BaltimoreMD
BaltimoreMD,CharlestonSC
CharlestonSC,SavannahGA
SavannahGA,PortEvergladesFL
PortEvergladesFL,CaucedoDomRep
CaucedoDomRep,Santos
Santos,BuenosAires
BuenosAires,Montevideo
Montevideo,RioGrandeBR
RioGrandeBR,NavegantesnearItajai
NavegantesnearItajai,Paranagua
Paranagua,Santos
Santos,RiodeJaneiro
RiodeJaneiro,Salvador
Salvador,Suape
Suape,CaucedoDomRep
CaucedoDomRep,NewYorkNYNJ
HoustonTX,Guayaquil
Guayaquil,Callao
Callao,Matarani
Matarani,Antofagasta
Shanghai,Xiamen
Xiamen,ShekouShenzhenChiwan
Busan,ManzanilloMEX
LazaroCardenasMEX,Rodman
Rodman,Buenaventura
Buenaventura,Callao
Callao,SanAntonioCL
SanAntonioCL,Coronel
Coronel,Lirquen
Lirquen,SanAntonioCL
SanAntonioCL,Mejillones
Mejillones,Callao
Callao,ManzanilloMEX
ManzanilloMEX,Yokohama
Yokohama,Busan
Busan,Shanghai
PortKelang,Chittagong
Chittagong,PortKelang
CaiMepnearHoChiMinh,HongKong
HongKong,YantianShenzhen
YantianShenzhen,Xiamen
Xiamen,LosAngelesCA
