source,target
CristobalPanama,ManzanilloPanama
ManzanilloPanama,PortofSpainTrinidad
PortofSpainTrinidad,Macapa
Macapa,Manaus
Manaus,Macapa
Macapa,ViladoCondenearBelem
ViladoCondenearBelem,CristobalPanama
Singapore,Chittagong
Chittagong,Singapore
Tarragona,Barcelona
Barcelona,Valencia
Valencia,LasPalmasCanIs
LasPalmasCanIs,TenerifeCanIs
TenerifeCanIs,ArrecifeCanIs
ArrecifeCanIs,PuertodelRosarioCanIs
PuertodelRosarioCanIs,Cadiz
Cadiz,Valencia
Valencia,Tarragona
Algeciras,LondonGateway
LondonGateway,Rotterdam
Rotterdam,LeHavre
LeHavre,StMaartenPhilipsburg
StMaartenPhilipsburg,PortofSpainTrinidad
PortofSpainTrinidad,DegraddesCannes
DegraddesCannes,ViladoCondenearBelem
ViladoCondenearBelem,Fortaleza
Fortaleza,Natal
Natal,Algeciras
FernandinaBeachFL,HamiltonBermuda
HamiltonBermuda,FernandinaBeachFL
PortEvergladesFL,RioHaina
RioHaina,PortauPrince
PortauPrince,PortEvergladesFL
PortEvergladesFL,PortauPrince
PortauPrince,CapHaitien
CapHaitien,PortEvergladesFL
MoinBay,PuertoCastilla
PuertoCastilla,PortEvergladesFL
PortEvergladesFL,WilmingtonDE
WilmingtonDE,MoinBay
PanamaCityFL,ProgresoMEX
ProgresoMEX,PanamaCityFL
SeattleWA,Honolulu
Honolulu,SeattleWA
Guayaquil,PuertoCaldera
PuertoCaldera,PuertoQuetzal
PuertoQuetzal,SanDiegoCA
SanDiegoCA,Guayaquil
Turbo,MoinBay
MoinBay,SanJuanPR
SanJuanPR,Antwerp
Antwerp,SanJuanPR
SanJuanPR,Turbo
LaemChabangThailand,BrisbaneAU
BrisbaneAU,PortKembla
PortKembla,MelbourneAU
MelbourneAU,Adelaide
Adelaide,Fremantle
SantaMarta,MoinBay
MoinBay,WilmingtonDE
WilmingtonDE,SantaMarta
PalmBeachFL,Providenciales
Providenciales,PalmBeachFL
CartagenaColombia,Paita
Paita,PuertodePosorja
PuertodePosorja,Guayaquil
Guayaquil,Buenaventura
Buenaventura,CartagenaColombia
Shanghai,Xiamen
Xiamen,ShekouShenzhenChiwan
ShekouShenzhenChiwan,HongKong
HongKong,Ningbo
Ningbo,Busan
Busan,ManzanilloMEX
ManzanilloMEX,LazaroCardenasMEX
LazaroCardenasMEX,Rodman
Rodman,Buenaventura
Buenaventura,Callao
Callao,SanAntonioCL
SanAntonioCL,Coronel
Coronel,Lirquen
Lirquen,SanAntonioCL
SanAntonioCL,Mejillones
Mejillones,Callao
Callao,ManzanilloMEX
ManzanilloMEX,Yokohama
Yokohama,Busan
Busan,Shanghai
Nansha,YantianShenzhen
YantianShenzhen,Shanghai
Shanghai,Busan
Busan,Yokohama
Yokohama,PrinceRupertBC
PrinceRupertBC,VancouverBC
VancouverBC,Nansha
Qingdao,Ningbo
Ningbo,Shanghai
Busan,NewYorkNYNJ
NewYorkNYNJ,NorfolkVA
NorfolkVA,SavannahGA
SavannahGA,Qingdao
Felixstowe,Hamburg
Hamburg,Rotterdam
Rotterdam,Antwerp
Antwerp,Rotterdam
Antwerp,LeHavre
LeHavre,Limassol
Limassol,Ashdod
Ashdod,Haifa
Haifa,Ashdod
Ashdod,Valencia
Valencia,Felixstowe
HoustonTX,NewOrleansLA
NewOrleansLA,PuertoBarrios
PuertoBarrios,PuertoCortes
PuertoCortes,CartagenaColombia
CartagenaColombia,ManzanilloPanama
ManzanilloPanama,CristobalPanama
CristobalPanama,PuertoCortes
PuertoCortes,PuertoBarrios
PuertoBarrios,HoustonTX
JacksonvilleFL,SanJuanPR
SanJuanPR,JacksonvilleFL
PortEvergladesFL,GulfportMS
GulfportMS,FreeportTX
FreeportTX,PuertoCortes
PuertoBarrios,MoinBay
MoinBay,ManzanilloPanama
ManzanilloPanama,PuertoBarrios
PuertoCortes,PortEvergladesFL
GulfportMS,PuertoBarrios
PuertoCortes,CaucedoDomRep
CaucedoDomRep,GulfportMS
Shanghai,Chittagong
Singapore,Ningbo
XingangTianjin,Dalian
Dalian,Busan
Busan,Ningbo
Shanghai,ShekouShenzhenChiwan
ShekouShenzhenChiwan,Singapore
Singapore,PortSaidEgypt
PortSaidEgypt,Haifa
Haifa,PortSaidEgypt
Haifa,Koper
Koper,Trieste
Trieste,RijekaCroatia
RijekaCroatia,Trieste
Trieste,PortSaidEgypt
PortSaidEgypt,KingAbdullahCity
KingAbdullahCity,Salalah
Salalah,Singapore
Singapore,XingangTianjin
Busan,VancouverBC
VancouverBC,SeattleWA
SeattleWA,PortlandOR
PortlandOR,Busan
Busan,Gwangyang
Gwangyang,Ningbo
SavannahGA,HoustonTX
HoustonTX,NorfolkVA
NorfolkVA,NewYorkNYNJ
NewYorkNYNJ,Algeciras
Algeciras,PortSaidEgypt
PortSaidEgypt,Djibouti
Djibouti,Salalah
Salalah,DubaiJebelAli
DubaiJebelAli,PortQasim
PortQasim,Pipavav
Pipavav,MumbaiNhavaSheva
MumbaiNhavaSheva,Salalah
Salalah,Algeciras
Algeciras,NewYorkNYNJ
NewYorkNYNJ,CharlestonSC
CharlestonSC,SavannahGA
Guayaquil,PuertoBolivarEC
PuertoBolivarEC,Balboa
Balboa,ManzanilloPanama
ManzanilloPanama,TangerMorocco
TangerMorocco,Algeciras
Algeciras,Piraeus
