source,target
Shanghai,Ningbo
Ningbo,Taipei
Taipei,Xiamen
Xiamen,ShekouShenzhenChiwan
ShekouShenzhenChiwan,Singapore
Singapore,Djibouti
Djibouti,Jeddah
Jeddah,Sokhna
Sokhna,Aqaba
Aqaba,Djibouti
Djibouti,Singapore
Singapore,Shanghai
Antwerp,Bremerhaven
Bremerhaven,SouthamptonUK
SouthamptonUK,BaltimoreMD
BaltimoreMD,CharlestonSC
CharlestonSC,GalvestonTX
GalvestonTX,CharlestonSC
CharlestonSC,BaltimoreMD
BaltimoreMD,Antwerp
Antwerp,LiverpoolUK
LiverpoolUK,ChesterPA
ChesterPA,WilmingtonNC
WilmingtonNC,Antwerp
Zeebrugge,Bremerhaven
Bremerhaven,Emden
Emden,SouthamptonUK
SouthamptonUK,PortHuenemeCA
PortHuenemeCA,SanDiegoCA
SanDiegoCA,Hitachi
Hitachi,Yokohama
ReykjavikIceland,ArgentiaNewfoundland
ArgentiaNewfoundland,HalifaxNovaScotia
HalifaxNovaScotia,PortlandME
PortlandME,ArgentiaNewfoundland
ArgentiaNewfoundland,ReykjavikIceland
CristobalPanama,ManzanilloPanama
ManzanilloPanama,PortofSpainTrinidad
PortofSpainTrinidad,Macapa
Macapa,Manaus
Manaus,Macapa
Macapa,ViladoCondenearBelem
ViladoCondenearBelem,CristobalPanama
Balboa,Buenaventura
Buenaventura,Guayaquil
Guayaquil,Callao
Callao,Matarani
Matarani,AricaCL
AricaCL,Iquique
Iquique,SanAntonioCL
SanAntonioCL,Callao
Callao,Guayaquil
Guayaquil,Buenaventura
Buenaventura,Balboa
Balboa,Esmeraldas
Esmeraldas,AricaCL
AricaCL,SanAntonioCL
SanAntonioCL,SanVicente
SanVicente,Balboa
Balboa,Guayaquil
Callao,Paita
Paita,Guayaquil
Guayaquil,Balboa
Guayaquil,Rodman
Rodman,Guayaquil
Ningbo,Fuzhou
Fuzhou,Kaohsiung
Kaohsiung,Nansha
Nansha,Singapore
Singapore,TanjungPelepas
TanjungPelepas,Lome
Lome,Tema
Tema,Cotonou
Cotonou,Tema
Cotonou,WalvisBay
WalvisBay,TanjungPelepas
TanjungPelepas,CaiMepnearHoChiMinh
CaiMepnearHoChiMinh,Shanghai
Ningbo,Xiamen
ShekouShenzhenChiwan,Nansha
Singapore,WalvisBay
WalvisBay,Lome
Lome,Cotonou
Tema,Abidjan
Abidjan,Colombo
Colombo,PortKelang
PortKelang,Singapore
Kawasaki,Kobe
Kobe,ShimonosekiChofu
ShimonosekiChofu,XingangTianjin
XingangTianjin,Shanghai
Shanghai,Singapore
Singapore,Durban
Durban,Maputo
Maputo,DaresSalaam
DaresSalaam,Mombasa
Mombasa,Singapore
Singapore,Hitachinaka
Hitachinaka,Kawasaki
Ningbo,Nansha
Nansha,TanjungPelepas
TanjungPelepas,Mombasa
Mombasa,DaresSalaam
DaresSalaam,TanjungPelepas
TanjungPelepas,Ningbo
Qingdao,Shanghai
Singapore,Mombasa
DaresSalaam,Penang
Penang,Singapore
Singapore,Nansha
Nansha,Qingdao
Ningbo,ShekouShenzhenChiwan
Singapore,PortLouis
PortLouis,Durban
Durban,NgquraCoega
NgquraCoega,DubaiJebelAli
DubaiJebelAli,Karachi
Karachi,Mundra
Mundra,MumbaiNhavaSheva
MumbaiNhavaSheva,HaziraGujarat
HaziraGujarat,MumbaiNhavaSheva
HaziraGujarat,Colombo
Colombo,Shanghai
Kaohsiung,Xiamen
Xiamen,HongKong
HongKong,ShekouShenzhenChiwan
Singapore,PortKelang
PortKelang,Durban
Durban,CapeTown
CapeTown,PortKelang
Singapore,Kaohsiung
TanjungPelepas,PortKelang
PortKelang,Colombo
Colombo,MaleMaldives
MaleMaldives,VictoriaMaheSeychellesIs
VictoriaMaheSeychellesIs,DaresSalaam
DaresSalaam,Colombo
PortKelang,TanjungPelepas
TanjungPelepas,Singapore
