source,target
ReykjavikIceland,ArgentiaNewfoundland
ArgentiaNewfoundland,HalifaxNovaScotia
HalifaxNovaScotia,PortlandME
PortlandME,ArgentiaNewfoundland
ArgentiaNewfoundland,ReykjavikIceland
Hamburg,Antwerp
Antwerp,Bilbao
Bilbao,Callao
Callao,Mejillones
Mejillones,Valparaiso
Guayaquil,Rodman
Rodman,Guayaquil
Kaohsiung,Xiamen
Xiamen,HongKong
HongKong,ShekouShenzhenChiwan
ShekouShenzhenChiwan,Singapore
Singapore,PortKelang
PortKelang,Durban
Durban,CapeTown
CapeTown,PortKelang
PortKelang,Singapore
Singapore,Kaohsiung
Ningbo,Shanghai
Shanghai,Qingdao
Qingdao,Busan
Busan,Yokohama
Yokohama,EnsenadaMEX
EnsenadaMEX,ManzanilloMEX
ManzanilloMEX,PuertoQuetzal
PuertoQuetzal,Rodman
Rodman,Buenaventura
Buenaventura,Callao
Callao,Guayaquil
Guayaquil,Buenaventura
Buenaventura,Rodman
Rodman,LazaroCardenasMEX
LazaroCardenasMEX,ManzanilloMEX
ManzanilloMEX,EnsenadaMEX
EnsenadaMEX,Yokohama
Yokohama,Busan
Busan,Ningbo
Bremerhaven,Zeebrugge
Zeebrugge,SouthamptonUK
SouthamptonUK,BaltimoreMD
BaltimoreMD,SavannahGA
SavannahGA,ManzanilloPanama
ManzanilloPanama,Auckland
Auckland,BrisbaneAU
BrisbaneAU,PortKembla
PortKembla,MelbourneAU
MelbourneAU,Fremantle
Fremantle,Singapore
Singapore,Inchon
Inchon,Masan
Masan,Kobe
Kobe,Nagoya
Nagoya,Yokohama
Yokohama,Hitachinaka
Hitachinaka,TacomaWA
TacomaWA,LongBeach
LongBeach,LazaroCardenasMEX
LazaroCardenasMEX,ManzanilloPanama
ManzanilloPanama,BrunswickGA
BrunswickGA,SavannahGA
SavannahGA,NorfolkVA
NorfolkVA,BaltimoreMD
BaltimoreMD,NewarkNJ
NewarkNJ,Zeebrugge
Zeebrugge,Bremerhaven
Bremerhaven,SouthamptonUK
Qingdao,Shanghai
Shanghai,Ningbo
Ningbo,DaChanBayShenzhen
DaChanBayShenzhen,PortKelang
PortKelang,MumbaiNhavaSheva
MumbaiNhavaSheva,Mundra
Mundra,HaziraGujarat
HaziraGujarat,Colombo
Colombo,PortKelang
Singapore,Haiphong
Haiphong,Qingdao
Xiamen,Nansha
Nansha,HongKong
HongKong,YantianShenzhen
YantianShenzhen,CaiMepnearHoChiMinh
CaiMepnearHoChiMinh,PortKelang
PortKelang,Piraeus
Piraeus,Hamburg
Hamburg,Rotterdam
Rotterdam,Zeebrugge
Zeebrugge,Felixstowe
Felixstowe,Zeebrugge
Felixstowe,Singapore
Singapore,YantianShenzhen
YantianShenzhen,Xiamen
XingangTianjin,Qingdao
Qingdao,Gwangyang
Gwangyang,Ningbo
Shanghai,YantianShenzhen
YantianShenzhen,TanjungPelepas
TanjungPelepas,Algeciras
Algeciras,Bremerhaven
Bremerhaven,GdanskPoland
GdanskPoland,Bremerhaven
Bremerhaven,Rotterdam
Rotterdam,TanjungPelepas
TanjungPelepas,Shanghai
Shanghai,XingangTianjin
Xiamen,Ningbo
Shanghai,Busan
Busan,NewYorkNYNJ
NewYorkNYNJ,BaltimoreMD
BaltimoreMD,NorfolkVA
NorfolkVA,NewYorkNYNJ
NewYorkNYNJ,Salalah
Salalah,Colombo
Colombo,TanjungPelepas
TanjungPelepas,YantianShenzhen
Singapore,CaiMepnearHoChiMinh
CaiMepnearHoChiMinh,HongKong
ShekouShenzhenChiwan,Ningbo
Busan,HoustonTX
HoustonTX,MobileAL
MobileAL,NewOrleansLA
NewOrleansLA,TampaFL
TampaFL,MiamiFL
MiamiFL,Singapore
Busan,Kobe
Yokohama,HoniaraSolomonIs
HoniaraSolomonIs,SantoVanuatu
SantoVanuatu,PortVilaVanuatu
PortVilaVanuatu,NoumeaNewCaledonia
NoumeaNewCaledonia,LautokaFiji
LautokaFiji,SuvaFiji
SuvaFiji,NukualofaTonga
NukualofaTonga,ApiaWSamoa
ApiaWSamoa,PagoPagoAmSamoa
PagoPagoAmSamoa,ApiaWSamoa
ApiaWSamoa,PapeeteTahiti
PapeeteTahiti,Busan
Singapore,Auckland
Auckland,Lyttelton
Lyttelton,WellingtonWGN
WellingtonWGN,Napier
Napier,Tauranga
Tauranga,BrisbaneAU
BrisbaneAU,PortKelang
LaemChabangThailand,Singapore
PortKelang,Colombo
Colombo,DubaiJebelAli
DubaiJebelAli,Karachi
Karachi,Mundra
Mundra,Colombo
Singapore,LaemChabangThailand
Antwerp,Hamburg
Hamburg,Leixoes
Leixoes,LisbonPT
LisbonPT,CasablancaMorocco
CasablancaMorocco,Dakar
Dakar,Nouakchott
Nouakchott,Conakry
Conakry,Lome
Lome,Luanda
Luanda,PointeNoire
PointeNoire,Bata
Bata,Malabo
Malabo,Douala
Douala,Antwerp
PortKelang,Pipavav
Pipavav,PortQasim
PortQasim,Karachi
Karachi,PortQasim
Karachi,MumbaiNhavaSheva
MumbaiNhavaSheva,Colombo
Antwerp,LeHavre
LeHavre,LisbonPT
LisbonPT,Algeciras
Algeciras,PointeNoire
PointeNoire,Luanda
Luanda,Kribi
Kribi,Douala
DubaiJebelAli,Hamad
Hamad,Dammam
Dammam,Jubail
Jubail,DubaiJebelAli
DubaiJebelAli,Jeddah
Jeddah,PortSaidEgypt
PortSaidEgypt,Mersin
Mersin,Piraeus
Piraeus,Izmit
Izmit,AmbarliIstanbul
AmbarliIstanbul,Aliaga
Aliaga,AmbarliIstanbul
Aliaga,Iskenderun
Iskenderun,DamiettaEgypt
DamiettaEgypt,Jeddah
Jeddah,DubaiJebelAli
NewOrleansLA,HoustonTX
HoustonTX,Durban
Durban,RichardsBay
RichardsBay,Durban
Durban,NewOrleansLA
SouthamptonUK,LeHavre
LeHavre,Rotterdam
Rotterdam,Hamburg
Antwerp,SavannahGA
SavannahGA,CartagenaColombia
CartagenaColombia,Balboa
Balboa,LosAngelesCA
LosAngelesCA,OaklandCA
OaklandCA,SeattleWA
SeattleWA,VancouverBC
VancouverBC,OaklandCA
OaklandCA,LongBeach
